processed_text,encoded_label
@user all the very best joe biden! may the force be with you 🖖🏻🖖🏽🖖🏽🖖🏾🖖🖖🏼🖖🏿,0
"the mere fact that the dems have let the violence continue in areas like portland, cast out the national guard, then have the audacity to blame it on trump, is the most illogical point-of-blame yet. leftists are complete fools. #trump2020 #demsaredestroyingamerica",1
@user ppl like this should be treated as enemy combatants &amp; dealt with accordingly. #maga #endracisim,1
true statement by ivanka : “donald trump has changed washington “ do any biden supporters think that joe biden will change washington?? #rnc2020,1
that 30 year debate felt like 30 years. #demdebate,2
@user this is the best #trump2020 ad i’ve seen.,1
not one mask at this #cocaineconvention #rnc2020,0
"@user @user this is awesome! i feel like i'm right outside the event, not 2 time zones and 1 country away. lol #sloan4pm canada #trump2020 usa",1
"@user @user @user ideas. good ideas. period. i'll vote for biden, but he doesn't have an original thought in his head. sigh. #votebluetosaveamerica",0
"@user #gopconvention http ""resolved, that the [gop] has and will continue to enthusiastically support the president’s america-first agenda; resovlved, that the 2020 rnc will adjourn without adopting a new platform..."" enthusiastic support, even for his typos.",2
literally everything trump has said about mail-in voting is false #presidentialdebate2020,0
"@user #loseeverythingwithtrump is why everyone who loves this country, who’s tired of lies, chaos, deceit, criminality, meanness, division &amp; destruction of our planet must #votebidenharris2020 #votebluetosaveamerica",0
@user @user ✅ followed as well! fb #trump2020 #protect2a,1
xenophobia and militarism abound #rnc2020,2
@user got ya! #trump2020,1
"trump said biden had ""roped himself"" into picking a woman as his running mate and suggested ""some people"" would say men might be insulted omg 😳 trump is a misogynist #biden2020 #freshtweets http",0
"take that, fathead! (you know who i mean) #voteblue2020 @ united states of america http",0
@user @user and who wrote the tax laws that allow the tax deductions trump uses to reduce his tax bill. biden was a member of congress or vice president when most of these laws were passed. i don't know anyone who is willing to pay more federal tax than they legally owe.,0
or institutions that hold him in check -- and setting the us up for a disaster when those institutions are needed more than ever.” from cnn article. #votebluetosaveamerica,0
#liveleak four more years #trump2020 http,1
"could not say it any better myself!! take heed america!!! #trump2020 #votered2020 war is hell, and i sure don't want to see a full blown war in our own country...in some ways it's already here...but it must not be allowed to get worse!! http",1
"@user you could follow me instead! i spoke to you in wasilla, alaska, years ago and got your autograph-what a moment! #bidenharris #votebluetosaveamerica2020 #dumptrump",0
"no surprise, #mikebloomberg all over the map on the middle east... #demdebate",2
@user @user a demon? you guys are all nuts. thank god biden is ahead in key stars. #votebluetosaveamerica,0
@user @user @user #trump2020 to keep putting #americafirst! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,1
@user @user both mayor jenny &amp; ted wheeler are phenomenal idiots. #trump2020,1
"@user @user @user @user my bro in law is a gay dude( nice guy!), but still thinks the left holds the key to finding love. told him to follow richard grenall, scott pressler. any others? he put down ""power bottom"" on his scruff account and i said no love for you, just 1 nighters... your welcome #maga!",1
trump is setting up just in case he loses to contest the election. #election2020 #debates #presidentialdebate2020,2
#trumpkills democrats attacks on freedom! #rnc2020,1
"#democrats want the #boston bomber, radical serial rapists, etc to vote from prison... good luck, #democratstheenemywithin #trump #trump2020 #kag #kag2020 #maga #maga2020 #kag2020landslidevictory #democratsarecorrupt #democraticdebate #thefive @user",1
“i can relate to so many of you who might be looking for a job” - tiffany trump...yeah right! #rnc2020 #nepotism #rnchaos,0
@user could not agree more joe! #trump2020,1
@user thanks for the follow! #trump2020 🇺🇸,1
who is investing in #american lives? #trump2020 #biden2020 #americans #usa,2
"if you are destroying america, you should have no vote in the election.🇺🇸 • • • #maga2020 #maga #trump2020landslide #trump #trump2020 #wwg1wgaworldwide #wwg1wwga #republicans #blmthugs #blmisantiamericanmovement #blmdomesticterrorists #blmmarxists #sleepyjoe #hidinbiden",1
@user @user #billbarrresignnow!!! or you will go to prison for life!! i hope!!! #register2vote and #voteblue2020 to end the joker @ doj!!! &amp; resurrect #truth and #facts &amp; #democracy #again in the usa!!!,0
@user unlike the trump administration who make more wrong decisions in a week than states make in 4 yrs. #dumptrump,0
"@user hey fellow tarheel, you approved your protection scheme for me several weeks ago, but you haven't followed me back! thanks #maga",1
"@user @user @user @user @user @user @user @user @user @user @user @user @user @user fantastic resisters! for our kids, grandkids and beyond: when our generation has passed, i pray future ones see we amassed blue waves of resistance that we rode with persistence, to make sure trump's 1st term was his last! #trumpisanationaldisgrace #votebluetosaveamerica",0
mockingbird doing everything it can to make @user look bad for backing out of a planned assassination by black hats at the paris cemetery. #mockingbird #qanon #paris #trumphatesvets #sheepnomore #hitjob,0
@user @user i fall in that range and love our president #maga,1
hopefully biden has the balls to stand up to china. #joebiden @user @user,0
"@user @user @user if you don’t #votebluetosaveamerica , you can say goodbye to: 👉 medicare 👉 medicaid 👉 social security benefits 👉 rbg’s scotus seat 👉 womens reproductive rights 👉 immigration rights http",0
donald trump jr. got away with killing this animal whose species is on the brink of extinction #care2 http,2
@user @user so we can go riot and set things on fire and be in some cases shoulder to shoulder to each other but we can’t go to a voting booth to vote where you are more than 6ft apart from someone else. makes absolutely no sense to me. #trump2020,1
police 'literally saving our lives from a crazed mob http #rnc2020 #riots2020 #randpaul http,2
@user @user @user @user where did he say that? you're strawmanning af. #votebluetosaveamerica #voteblue #votebluenomatterwho,0
@user @user sad when a guy like this sticks his head up with no idea about what the american people endured under obama biden era . always remember if obama and biden did a good job nobody would have elected president trump.,0
@user @user trump signs &amp; flags everywhere. it’s a beautiful thing #maga 🇺🇸❤️,1
"bingo, looks like the “spitter’s” son. ☎️ he was on such a mission, that he didn’t even realize he revealed the #trump2020 sign. http",2
some of you seem shocked that donald trump is a head the ball,2
@user pete.....go away! #trump2020,1
it scares me how many people support trump.,0
i’m not even joking when i say biden should go home. he’s clearly lost some of his mental faculties. it’s really sad. at this point his staff putting him out there is cruel. #demdebate #biden http,1
